name,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_is_superhost2,host_identity_verified2,has_availability2,instant_bookable2,Borough
Bright room in East Williamsburg,80%,28%,0.0,0.0,t,Williamsburg,40.70284,-73.93617,2,1.0,1.0,$59.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,26,106,9,7,0,5.0,4.89,5.0,5.0,5.0,4.89,5.0,1,0,1,0,0.97,0,1,1,0,Brooklyn
Greenwich Village Perfection,100%,80%,0.0,0.0,t,Greenwich Village,40.734,-73.99609,4,2.0,2.0,$606.00 ,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,0,20,50,262,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,0.26,0,1,1,0,Manhattan
Moka's Get A Way,100%,71%,0.0,0.0,t,Mott Haven,40.81159,-73.90496,5,1.0,1.0,$95.00 ,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,5,19,48,323,12,12,1,4.5,4.25,4.67,4.58,4.75,4.58,4.58,1,1,0,0,7.83,0,1,1,0,Bronx
Charming Cobble Hill/Brooklyn Heights Apartment,100%,96%,0.0,0.0,t,Cobble Hill,40.68926,-73.99463,3,1.0,1.0,$173.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,7,12,32,165,48,38,4,4.88,4.94,4.83,4.96,4.98,5.0,4.77,1,1,0,0,3.65,1,1,1,1,Brooklyn
Charming Studio in Chelsea,100%,77%,1.0,1.0,t,West Village,40.73971,-74.00342,1,1.0,1.0,$149.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,6,47,1,1,0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,1,1,0,0,0.46,0,1,1,0,Manhattan
Cozy room in the heart of Williamsburg,100%,80%,1.0,1.0,t,Williamsburg,40.72004,-73.95757,1,1.0,1.0,$140.00 ,1,15,1.0,1.0,1125.0,1125.0,1.0,1125.0,17,47,77,167,5,5,2,5.0,5.0,4.8,5.0,5.0,5.0,5.0,1,0,1,0,0.81,0,1,1,0,Brooklyn
Comfortable & Modern 2 BR in the Heart of Chelsea,100%,83%,0.0,0.0,t,Chelsea,40.74341,-74.00134,4,2.0,2.0,$145.00 ,1,1125,1.0,5.0,1125.0,1125.0,1.1,1125.0,0,3,3,3,9,8,1,4.89,4.89,4.89,4.89,5.0,4.89,5.0,1,1,0,0,1.27,0,1,1,0,Manhattan
Modern Studio at Bowery,82%,86%,20.0,20.0,t,Lower East Side,40.72019,-73.99391,2,,1.0,$140.00 ,15,29,15.0,15.0,29.0,29.0,15.0,29.0,10,16,41,69,3,2,0,4.67,5.0,4.67,4.33,4.67,5.0,5.0,47,42,5,0,0.25,0,1,1,0,Manhattan
★ LOCATION | LOCATION | LOCATION ★,100%,49%,0.0,0.0,t,Gramercy,40.73817,-73.98229,4,1.0,1.0,$199.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,3,33,63,338,3,3,1,5.0,4.67,5.0,5.0,5.0,5.0,5.0,4,4,0,0,3.0,1,1,1,0,Manhattan
Brand New1BRPH Duplex~W/D in unit~Private outdoor,94%,91%,54.0,54.0,t,Upper East Side,40.77553,-73.94758,4,1.0,,$150.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,2,19,294,2,2,0,5.0,4.5,4.5,5.0,5.0,4.5,5.0,54,54,0,0,0.19,0,1,1,0,Manhattan
Lovely paradise,100%,96%,2.0,2.0,t,Forest Hills,40.71809,-73.85056,2,1.0,1.0,$105.00 ,1,35,1.0,1.0,35.0,35.0,1.0,35.0,20,29,29,154,42,41,5,4.76,4.86,4.69,4.9,4.9,5.0,4.83,2,1,1,0,23.77,1,1,1,0,Queens
Majestic Royal Palace,73%,29%,2.0,2.0,t,Williamsburg,40.71394,-73.95442,3,1.0,2.0,$282.00 ,2,14,2.0,2.0,14.0,14.0,2.0,14.0,1,23,53,53,32,30,2,4.66,4.63,4.59,4.66,4.53,4.91,4.63,2,2,0,0,24.62,0,1,1,0,Brooklyn
10 minutes to Manhattan. near the station,100%,69%,149.0,149.0,t,Sunnyside,40.73971,-73.9277,1,1.0,1.0,$32.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,1,1,0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,148,2,146,0,0.51,0,1,1,0,Queens
★☆Sunnysid☆★ -Locals' favorite neighbor for living,97%,85%,161.0,161.0,t,Sunnyside,40.73775,-73.92609,1,1.0,1.0,$36.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,2,2,0,3.5,4.0,4.0,5.0,4.5,5.0,4.5,133,7,126,0,0.26,0,1,1,0,Queens
Studio at Oakwood Residences Midtown East,100%,95%,1.0,1.0,t,Murray Hill,40.7476,-73.97714,2,,1.0,$190.00 ,30,365,1.0,29.0,2147483647.0,2147483647.0,26.7,2147483647.0,15,45,75,318,7,7,0,4.71,4.71,4.86,4.71,4.71,5.0,4.14,2,2,0,0,2.44,1,1,1,1,Manhattan
One-Bedroom at Oakwood Residence Midtown East,100%,95%,1.0,1.0,t,Murray Hill,40.7476,-73.97714,2,1.0,1.0,$220.00 ,30,365,1.0,29.0,2147483647.0,2147483647.0,26.7,2147483647.0,13,43,73,316,17,17,3,4.94,5.0,5.0,5.0,4.88,4.94,4.82,2,2,0,0,2.73,1,1,1,1,Manhattan
La Sienna Private Room with Lock in a Prewar Bldng,100%,89%,8.0,8.0,t,Harlem,40.8079,-73.95012,2,1.0,1.0,$92.00 ,5,29,2.0,5.0,1125.0,1125.0,5.0,1125.0,2,17,47,313,20,20,2,4.8,5.0,4.7,5.0,4.8,4.7,4.75,7,1,6,0,5.17,1,1,1,0,Manhattan
A well sanitized cozy space for your relaxation,70%,36%,1.0,1.0,t,Hollis,40.71093,-73.77618,2,1.0,1.0,$160.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,2,2,1,5.0,5.0,4.5,5.0,5.0,5.0,5.0,1,1,0,0,1.5,0,1,1,1,Queens
"Perfect bedroom, by Lincoln Center! Manhattan NYC!",100%,89%,0.0,0.0,t,Upper West Side,40.77395,-73.98416,2,1.0,1.0,$89.00 ,25,1125,10.0,25.0,1125.0,1125.0,22.5,1125.0,14,22,52,55,14,13,0,4.57,4.36,4.29,4.36,4.79,4.71,4.79,3,0,3,0,9.77,0,1,1,0,Manhattan
Fabulous Bedroom in Manhattan NYC! Lincoln Center!,100%,89%,0.0,0.0,t,Upper West Side,40.77315,-73.98652,1,1.0,1.0,$80.00 ,25,1125,10.0,25.0,1125.0,1125.0,22.5,1125.0,1,1,1,1,2,2,0,2.5,3.0,2.5,3.5,2.5,5.0,2.0,3,0,3,0,0.18,0,1,1,0,Manhattan
Central Park Lovely Spacious Room,100%,99%,0.0,0.0,t,Upper East Side,40.77364,-73.95511,2,1.0,1.0,$82.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,15,28,48,316,33,33,0,4.48,4.61,4.39,4.55,4.73,4.94,4.61,1,0,1,0,21.06,0,1,1,0,Manhattan
A Home Away From Home,100%,99%,10.0,10.0,t,East New York,40.66269,-73.88908,2,1.0,1.0,$65.00 ,3,28,3.0,3.0,1125.0,1125.0,3.0,1125.0,30,60,90,365,12,12,0,4.83,4.83,4.83,4.67,4.75,4.58,4.67,9,3,6,0,1.62,0,1,1,0,Brooklyn
Fashionable Brownstone Apartment (Columbus Circle),100%,88%,1.0,1.0,t,Midtown,40.76465,-73.98306,2,1.0,1.0,$214.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,1,1,1,1,13,13,1,5.0,4.92,4.54,5.0,4.85,4.92,5.0,1,1,0,0,1.41,1,1,1,0,Manhattan
Sonder | Battery Park | One-Bedroom Apartment,100%,99%,51.0,51.0,t,Financial District,40.70617,-74.01482,4,1.0,2.0,$293.00 ,2,365,2.0,2.0,2.0,365.0,2.0,41.7,30,60,90,364,15,15,0,4.73,4.8,4.93,4.67,4.73,4.87,4.8,49,29,20,0,2.33,0,1,1,1,Manhattan
Sonder | Battery Park | Two-Bedroom Apartment,100%,99%,51.0,51.0,t,Financial District,40.70446,-74.01582,6,2.0,3.0,$555.00 ,2,365,2.0,2.0,2.0,365.0,2.0,42.4,28,58,88,354,60,58,1,4.62,4.75,4.82,4.78,4.77,4.85,4.73,49,29,20,0,6.41,0,1,1,1,Manhattan
Upper West Side Studio near Central Park/Riverside Park,100%,100%,183.0,183.0,t,Upper West Side,40.7804,-73.97896,2,,1.0,$150.00 ,30,270,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,234,3,3,0,5.0,5.0,4.67,5.0,5.0,5.0,4.67,90,90,0,0,0.3,0,1,1,1,Manhattan
"Upper East Side One Bedroom near Central Park, Museums, Subways",100%,100%,183.0,183.0,t,Upper East Side,40.76949,-73.95883,3,1.0,1.0,$170.00 ,30,270,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,31,61,331,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,90,90,0,0,0.28,0,1,1,1,Manhattan
"UES One Bedroom near Subways, Shopping, Museums, Central Park",100%,100%,183.0,183.0,t,Upper East Side,40.77121,-73.95786,3,1.0,1.0,$152.00 ,30,270,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,11,41,311,2,2,0,5.0,4.5,4.5,4.5,5.0,5.0,4.5,90,90,0,0,0.42,0,1,1,1,Manhattan
Bright Studio room,82%,86%,20.0,20.0,t,Lower East Side,40.72034,-73.99387,2,,1.0,$145.00 ,15,29,15.0,15.0,29.0,29.0,15.0,29.0,0,2,29,57,9,7,0,4.67,4.78,5.0,5.0,4.33,4.78,4.33,47,42,5,0,3.8,0,1,1,0,Manhattan
Gym-equipped Garden Oasis Bklyn Triplex Brownstone,100%,85%,3.0,3.0,t,Bedford-Stuyvesant,40.69142,-73.93732,6,3.0,4.0,$127.00 ,2,1125,2.0,7.0,1125.0,1125.0,2.7,1125.0,0,1,1,1,10,10,0,5.0,5.0,4.9,5.0,5.0,4.5,5.0,2,2,0,0,0.99,1,1,1,0,Brooklyn
Cozy neighborhood Subway M/R<2min> & 7 Line<5min>,99%,68%,114.0,114.0,t,Woodside,40.74621,-73.89918,1,1.0,1.0,$36.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,2,1,0,4.0,5.0,3.5,5.0,5.0,5.0,5.0,102,4,98,0,0.16,0,1,1,0,Queens
Highly Refined Zen Pristine Elegance in New York,63%,25%,0.0,0.0,t,Ditmars Steinway,40.78126,-73.91379,6,2.0,3.0,$375.00 ,15,125,15.0,15.0,125.0,125.0,15.0,125.0,12,42,72,140,1,1,0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,1,1,0,0,0.46,0,0,1,0,Queens
Sonder | Battery Park | Three-Bedroom Apartment,100%,99%,51.0,51.0,t,Financial District,40.70441,-74.01475,8,3.0,4.0,$649.00 ,2,365,2.0,2.0,2.0,365.0,2.0,92.4,9,15,15,92,25,24,0,4.4,4.56,4.56,4.68,4.76,4.72,4.64,49,29,20,0,2.0,0,1,1,1,Manhattan
Modern spacious studio apartment,82%,86%,20.0,20.0,t,Lower East Side,40.71959,-73.9939,2,,1.0,$170.00 ,15,30,15.0,15.0,30.0,30.0,15.0,30.0,17,36,60,88,4,4,0,4.75,5.0,4.75,5.0,4.75,4.5,4.75,47,42,5,0,1.62,0,1,1,0,Manhattan
Furnished 1 bedroom apartment in Midtown,49%,63%,175.0,175.0,t,Hell's Kitchen,40.76344,-73.98946,2,1.0,1.0,$100.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,216,3,3,0,4.0,4.0,4.0,5.0,3.33,4.67,4.33,175,175,0,0,0.53,0,1,1,0,Manhattan
Sunlit room with private bathroom and fire escape,100%,100%,1.0,1.0,t,Williamsburg,40.70988,-73.94547,2,1.0,1.0,$82.00 ,4,360,2.0,6.0,1125.0,1125.0,4.0,1125.0,1,6,8,58,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.3,0,1,1,1,Brooklyn
Penthouse on the hilltop,100%,94%,4.0,4.0,t,Clifton,40.6237,-74.07517,8,3.0,4.0,$145.00 ,1,45,1.0,2.0,45.0,45.0,1.4,45.0,20,33,63,323,13,12,0,4.08,4.62,3.77,4.85,5.0,4.46,4.23,3,3,0,0,11.14,0,0,1,0,Staten Island
Club Wyndham Midtown 45 NYC 1BR Condo,98%,60%,1.0,1.0,t,Midtown,40.75365,-73.97192,4,1.0,2.0,$450.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,17,38,68,68,12,12,0,4.92,4.92,5.0,4.92,4.92,4.92,4.83,1,1,0,0,1.59,1,1,1,0,Manhattan
Beautiful 1 Bedroom Apartment in Little Italy,49%,63%,175.0,175.0,t,Chinatown,40.7181,-73.99407,2,1.0,,$140.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,30,305,1,1,0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,175,175,0,0,0.16,0,1,1,0,Manhattan
L.E.S. is More,80%,96%,0.0,0.0,t,Lower East Side,40.71736,-73.98902,2,1.0,2.0,$320.00 ,3,37,3.0,3.0,37.0,37.0,3.0,37.0,1,1,1,1,17,17,0,4.82,4.76,4.24,4.76,4.71,4.94,4.59,1,1,0,0,1.62,1,1,1,0,Manhattan
Newly Renovated Apartment in Midtown East,100%,100%,0.0,0.0,t,Midtown,40.75594,-73.96911,2,,1.0,$207.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,10,22,50,50,29,27,2,4.79,4.86,4.79,4.66,4.76,4.9,4.86,1,1,0,0,2.29,0,1,1,1,Manhattan
Bohemian Jungle with Private Bathroom & Rooftop,100%,82%,1.0,1.0,t,Bedford-Stuyvesant,40.68488,-73.91566,2,1.0,1.0,$138.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,23,39,67,336,17,16,3,5.0,5.0,4.88,5.0,5.0,5.0,5.0,1,0,1,0,3.95,1,1,1,0,Brooklyn
Luxury Modern Brooklyn Townhouse,100%,60%,1.0,1.0,t,Crown Heights,40.67937,-73.964,6,3.0,4.0,$708.00 ,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,1,30,305,7,7,0,5.0,5.0,5.0,5.0,5.0,5.0,4.86,1,1,0,0,0.62,0,0,1,0,Brooklyn
PRIME Location! Semi-Private Space 1,99%,98%,16.0,16.0,t,Midtown,40.74626,-73.9896,1,1.0,2.0,$49.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,0,4,1,0.09,0,1,1,1,Manhattan
🌼☀️Self Isolate in STUNNING Sun Drenched Brownstone,100%,100%,1.0,1.0,t,Bedford-Stuyvesant,40.68407,-73.94745,2,1.0,2.0,$154.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,21,51,110,6,6,0,4.83,5.0,4.83,5.0,5.0,4.83,5.0,3,3,0,0,5.14,0,1,1,1,Brooklyn
Cozy Newly Renovted 2br house 5mins away from JFK,60%,64%,0.0,0.0,t,Jamaica,40.6735,-73.76873,6,2.0,2.0,$271.00 ,1,28,1.0,1.0,28.0,28.0,1.0,28.0,21,51,80,80,5,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.65,0,0,1,0,Queens
Private & Cozy Studio in the center of NYC,99%,100%,16.0,16.0,t,Kips Bay,40.74372,-73.98066,2,,1.0,$85.00 ,1,365,1.0,30.0,365.0,365.0,15.1,365.0,19,49,79,168,59,59,4,4.39,4.59,4.32,4.68,4.54,4.85,4.2,14,14,0,0,8.51,0,1,1,1,Manhattan
"G1)CONTACT HOST BEFORE BOOKING,for pricing",100%,89%,6.0,6.0,t,Hell's Kitchen,40.76536,-73.99287,2,1.0,1.0,$41.00 ,90,1125,90.0,90.0,1125.0,1125.0,90.0,1125.0,0,15,45,320,5,2,0,5.0,4.8,5.0,5.0,5.0,5.0,5.0,4,0,4,0,0.4,0,1,1,1,Manhattan
Charming 2 bed in UWS  close to park,100%,90%,0.0,0.0,t,Upper West Side,40.79332,-73.96646,5,2.0,2.0,$225.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,2,32,307,2,2,0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,3,3,0,0,0.17,0,1,1,0,Manhattan
Clean white room with 3 windows and TV & Soundbar,100%,75%,2.0,2.0,t,Astoria,40.75512,-73.91447,1,1.0,1.0,$37.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,247,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.33,0,1,1,0,Queens
Entire Apart. Cozy Studio in a Private Townhouse,100%,89%,0.0,0.0,t,Harlem,40.83057,-73.94701,2,,,$58.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,14,14,14,162,4,4,0,5.0,4.75,5.0,5.0,4.75,4.5,4.75,8,8,0,0,0.64,1,1,1,0,Manhattan
"the COZY ,  and cheapest",80%,64%,0.0,0.0,t,Astoria,40.76313,-73.91073,1,1.0,1.0,$40.00 ,5,20,5.0,5.0,20.0,20.0,5.0,20.0,1,11,41,316,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0,2,0,0.54,0,1,1,0,Queens
Best Location In The City (West 57th Street) Apt4D,100%,35%,2.0,2.0,t,Hell's Kitchen,40.76873,-73.98689,4,1.0,1.0,$130.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,18,18,19,257,3,3,0,5.0,4.67,5.0,5.0,4.67,5.0,4.33,3,3,0,0,0.65,1,1,1,0,Manhattan
C1 Private Room in Beautiful UWS Apartment,100%,96%,4.0,4.0,t,Upper West Side,40.79065,-73.96965,2,1.0,1.0,$74.00 ,1,30,1.0,1.0,30.0,30.0,1.0,30.0,11,27,34,34,36,36,8,4.31,4.36,4.5,4.69,4.56,4.94,4.22,4,0,4,0,8.0,0,1,1,0,Manhattan
Queens Modern Apartment with WiFi!,100%,100%,3.0,3.0,t,Corona,40.73717,-73.86495,5,2.0,3.0,$166.00 ,2,30,1.0,2.0,1125.0,1125.0,2.0,1125.0,18,36,66,66,59,54,3,4.81,4.88,4.81,4.85,4.92,4.73,4.71,2,2,0,0,19.89,1,1,1,1,Queens
C2 Private Room in Beautiful UWS Apartment,100%,96%,4.0,4.0,t,Upper West Side,40.79159,-73.97085,2,1.0,1.0,$73.00 ,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,6,11,16,16,18,18,4,4.89,4.94,4.94,4.94,4.67,4.89,4.89,4,0,4,0,10.0,0,1,1,0,Manhattan
C3 Private Room in beautiful UWS Apartment,100%,96%,4.0,4.0,t,Upper West Side,40.79068,-73.96896,3,1.0,1.0,$78.00 ,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,17,27,33,33,24,24,3,4.58,4.67,4.58,4.83,4.54,4.71,4.71,4,0,4,0,10.91,0,1,1,0,Manhattan
C4 Private Room in Beautiful UWS Apartment,100%,96%,4.0,4.0,t,Upper West Side,40.78957,-73.96962,2,1.0,1.0,$73.00 ,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,10,16,22,22,12,12,1,4.58,4.75,4.67,4.75,4.83,4.42,4.58,4,0,4,0,3.96,0,1,1,0,Manhattan
Cozy Flat in the Heart of the Upper West Side,99%,100%,16.0,16.0,t,Upper West Side,40.78143,-73.98,1,,1.0,$82.00 ,1,365,1.0,30.0,365.0,365.0,15.1,365.0,28,58,88,177,75,75,9,4.51,4.52,4.43,4.6,4.79,4.96,4.28,14,14,0,0,9.26,0,1,1,1,Manhattan
"Central location ! 5 min to L, J,M,Z trains .",100%,100%,1.0,1.0,t,Williamsburg,40.70893,-73.9516,1,1.0,1.0,$75.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,7,27,57,147,37,34,2,4.92,4.95,4.89,4.97,4.95,4.89,4.89,1,0,1,0,2.98,1,1,1,1,Brooklyn
King size room,82%,86%,20.0,20.0,t,Chinatown,40.71804,-73.99529,2,,1.0,$140.00 ,15,29,5.0,15.0,29.0,29.0,14.9,29.0,5,8,32,60,10,9,0,4.9,5.0,4.9,5.0,4.9,5.0,4.6,47,42,5,0,0.77,0,1,1,0,Manhattan
"Beautifully Lit Studio in Brooklyn, NY",100%,100%,0.0,0.0,t,Prospect-Lefferts Gardens,40.65815,-73.94899,2,,,$110.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,17,34,64,154,3,2,2,5.0,5.0,5.0,5.0,5.0,4.67,5.0,1,1,0,0,0.24,0,0,1,0,Brooklyn
Modern Manhattan/Harlem Escape.,100%,97%,0.0,0.0,t,East Harlem,40.80033,-73.94575,6,2.0,3.0,$275.00 ,3,90,3.0,3.0,1125.0,1125.0,3.0,1125.0,10,15,37,153,52,49,2,4.87,4.94,4.94,4.9,4.85,4.73,4.87,2,2,0,0,52.0,1,1,1,1,Manhattan
Two Bedroom Apartment in a Brand New Building,49%,63%,175.0,175.0,t,Hell's Kitchen,40.7672,-73.98949,4,2.0,1.0,$150.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,10,40,315,2,2,0,4.5,5.0,5.0,5.0,4.5,5.0,4.5,175,175,0,0,0.19,0,1,1,0,Manhattan
LARGE NEWLY FURNISHED 3BR APT NEAR CENTRAL PARK,100%,82%,32.0,32.0,t,Harlem,40.801476,-73.955032,6,3.0,4.0,$195.00 ,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,2,32,307,3,2,0,4.67,4.67,4.67,4.67,5.0,4.67,4.33,31,31,0,0,1.15,0,1,1,0,Manhattan
Beautiful Unit in Sugar Hill,79%,52%,0.0,0.0,t,Harlem,40.82752,-73.93805,1,1.0,1.0,$38.00 ,30,540,30.0,30.0,540.0,540.0,30.0,540.0,9,9,9,267,1,1,0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,42,0,42,0,0.09,0,1,1,0,Manhattan
Spacious + Charming Unit in Sugar Hill,79%,52%,0.0,0.0,t,Harlem,40.82814,-73.93842,1,1.0,,$42.00 ,30,540,30.0,30.0,540.0,540.0,30.0,540.0,0,0,22,297,1,1,0,3.0,5.0,5.0,1.0,1.0,5.0,3.0,42,0,42,0,0.09,0,1,1,0,Manhattan
Quiet Private Room in Harlem,79%,52%,0.0,0.0,t,Harlem,40.81957,-73.93902,1,1.0,1.0,$40.00 ,30,540,30.0,30.0,540.0,540.0,30.0,540.0,9,20,50,325,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,42,0,42,0,0.33,0,1,1,0,Manhattan
"Modern, Sleek Unit in Harlem",79%,52%,0.0,0.0,t,Harlem,40.81818,-73.94066,1,1.0,1.0,$44.00 ,30,540,30.0,30.0,540.0,540.0,30.0,540.0,0,0,0,275,1,1,0,4.0,5.0,4.0,5.0,1.0,4.0,3.0,42,0,42,0,0.1,0,1,1,0,Manhattan
Brooklyn 1BR entire APT - Huge Backyard,94%,80%,2.0,2.0,t,Bushwick,40.69975,-73.93681,2,1.0,1.0,$241.00 ,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,23,53,83,83,21,20,2,4.86,4.95,4.71,4.95,4.95,4.95,4.76,3,3,0,0,5.29,0,1,1,0,Brooklyn
"Modern, Private Room in Harlem",79%,52%,0.0,0.0,t,Harlem,40.81985,-73.9389,1,1.0,1.0,$40.00 ,30,540,30.0,30.0,540.0,540.0,30.0,540.0,30,60,90,365,2,2,0,2.5,3.0,3.0,3.5,1.5,3.5,2.0,42,0,42,0,0.19,0,1,1,0,Manhattan
Studio with dining area,82%,86%,20.0,20.0,t,Chinatown,40.71818,-73.99534,2,,1.0,$169.00 ,15,29,10.0,15.0,29.0,29.0,14.8,29.0,4,23,53,81,12,12,1,4.75,4.92,4.83,5.0,4.83,5.0,4.75,47,42,5,0,8.18,0,1,1,0,Manhattan
Beautiful Master Bedroom w/ Private Bath Near Sea,100%,53%,6.0,6.0,t,Arverne,40.59163,-73.79331,1,1.0,,$40.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,58,58,58,2,2,0,3.0,3.0,3.0,4.0,3.5,3.0,3.0,2,0,2,0,0.3,0,1,1,0,Queens
Private Room Shared Bathroom Near the Sea,100%,53%,6.0,6.0,t,Arverne,40.59301,-73.79325,1,1.0,1.0,$36.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,3,3,0,5.0,5.0,4.67,5.0,5.0,4.33,4.67,2,0,2,0,0.6,0,1,1,0,Queens
Brightly lit apartment in the center of it all!,78%,89%,1.0,1.0,t,Chelsea,40.75083,-73.99825,2,1.0,1.0,$145.00 ,2,10,2.0,2.0,10.0,10.0,2.0,10.0,0,0,0,0,33,33,0,4.88,4.94,4.85,4.97,4.91,5.0,4.94,1,1,0,0,4.65,1,1,1,0,Manhattan
The Vanderbilt Executive,98%,85%,101.0,101.0,t,Murray Hill,40.74909,-73.9774,2,,1.0,$142.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,14,44,319,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,101,101,0,0,0.32,0,1,1,0,Manhattan
The Lex  Executive,98%,85%,101.0,101.0,t,Kips Bay,40.74448,-73.97929,2,,1.0,$99.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,2,32,307,3,3,0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,101,101,0,0,0.32,0,1,1,0,Manhattan
Spacious Studio at Bowery,82%,86%,20.0,20.0,t,Lower East Side,40.7183,-73.99418,2,1.0,,$170.00 ,15,29,15.0,15.0,29.0,29.0,15.0,29.0,12,42,72,100,5,4,0,5.0,5.0,4.8,5.0,4.8,5.0,5.0,47,42,5,0,0.39,0,1,1,0,Manhattan
Newly renovated 2BR in the UES (30 DAYS MIN),100%,76%,43.0,43.0,t,Upper East Side,40.7731,-73.95306,5,2.0,3.0,$99.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,11,41,316,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,44,42,2,0,0.19,0,1,1,0,Manhattan
The crozy Private room on the first floor,96%,99%,5.0,5.0,t,Flushing,40.75238,-73.81428,2,1.0,1.0,$52.00 ,1,365,1.0,1.0,365.0,365.0,1.0,365.0,1,22,52,141,21,20,2,4.38,4.62,4.57,4.71,4.76,4.71,4.62,6,0,6,0,2.38,0,1,1,1,Queens
King size studio,82%,86%,20.0,20.0,t,Chinatown,40.71848,-73.99585,2,1.0,,$140.00 ,15,29,15.0,15.0,29.0,29.0,15.0,29.0,12,42,72,100,6,6,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,47,42,5,0,0.51,0,1,1,0,Manhattan
